Dte. Barri AEB SC Electors Votants Abstenció CiU PSC-PM PP ICV-EUiA-E UpB-ERCRiDC CUP-AxB C's Eb-CenB SI EV-GVE PIRATA.CAT PACMA PxC PUM+J UPyD PDLPEA L.B.B. PCPC P.A.T.O. PRE-IR PH PFiV FE-JONS SAIn U.C.E. Blancs Nuls
BARCELONA    1.163.594 616.537 547.057 174.122 134.193 104.475 62.979 33.900 11.833 11.742 10.115 6.823 6.128 4.675 4.308 3.405 1.593 1.463 1.382 1.189 979 954 710 624 533 349 246 219 27.107 10.491
6 32 133 78 954 540 414 149 95 49 78 36 36 12 11 8 9 6 4 2 4 0 4 1 0 1 3 0 1 0 0 0 25 6
6 32 133 79 861 509 352 140 82 72 55 39 22 8 15 3 8 6 0 1 2 0 1 0 0 4 2 1 0 0 0 0 36 12
6 32 133 80 918 510 408 168 63 79 66 37 19 7 14 13 8 6 2 3 3 1 0 1 1 3 0 0 1 0 0 0 10 5
6 32 133 81 991 515 476 163 87 64 60 46 9 3 7 11 11 1 4 2 1 3 3 0 0 0 3 1 0 0 0 0 24 12
6 32 134 82 1.332 793 539 272 110 89 107 64 26 9 14 13 8 6 2 1 4 0 3 1 0 2 2 1 0 0 1 0 40 18
6 32 134 83 1.373 860 513 326 134 95 102 65 38 12 14 10 11 4 3 8 0 1 1 2 0 1 0 0 0 0 0 0 21 12
6 32 134 84 1.116 633 483 210 103 74 78 56 24 5 10 6 2 3 5 1 2 1 2 1 0 0 2 1 1 0 0 0 23 23
6 32 134 85 947 591 356 214 106 72 63 45 14 8 14 8 1 3 1 0 1 1 0 2 1 1 0 0 0 0 0 0 28 8
6 32 134 86 800 494 306 228 56 43 40 38 18 8 18 3 4 3 4 3 2 2 0 1 0 0 0 0 0 0 0 0 16 7
6 32 134 87 1.580 939 641 310 134 134 121 71 22 13 21 11 5 7 1 5 2 4 1 0 1 0 2 1 0 1 0 0 47 25
6 32 134 88 950 572 378 200 129 45 75 41 15 5 7 7 5 5 4 0 2 1 1 0 1 0 0 0 0 0 0 0 20 9
7 33 135 1 1.341 730 611 236 136 90 77 45 11 26 14 6 17 3 2 4 2 0 1 0 1 1 1 0 0 2 0 0 42 13
7 33 135 2 897 531 366 130 120 65 66 35 17 13 13 12 7 8 5 3 2 1 2 0 0 0 2 0 1 0 0 0 21 8
7 33 135 3 953 537 416 192 80 67 67 33 14 8 12 10 6 7 3 0 0 1 0 0 1 0 2 0 0 0 0 0 28 6
7 33 135 4 1.115 609 506 154 129 86 80 42 14 12 8 8 8 6 4 1 1 1 1 1 1 2 0 1 1 0 0 0 27 21
7 33 135 5 1.134 576 558 159 100 107 52 47 6 14 10 12 13 3 3 0 0 4 1 1 0 1 0 0 0 1 0 0 32 10
7 33 135 6 819 463 356 124 91 65 49 28 6 10 13 6 7 6 5 5 0 0 1 1 0 1 0 1 0 0 0 0 38 6
7 33 135 7 1.116 530 586 171 100 66 58 41 12 11 15 9 8 2 0 3 2 3 1 0 0 0 0 0 1 0 0 1 25 1
7 33 135 8 1.144 643 501 171 161 91 84 31 9 7 13 2 13 7 1 3 4 1 3 0 0 0 0 1 0 0 0 0 31 10
7 33 136 9 895 463 432 101 96 82 62 38 7 8 14 10 4 5 4 1 0 0 4 4 0 1 0 0 0 0 0 1 19 2
7 33 136 10 952 454 498 141 88 62 52 25 10 13 7 5 2 3 3 2 2 0 1 0 1 1 1 0 2 1 0 0 28 4
7 33 136 11 836 395 441 108 79 49 52 27 7 6 14 3 6 3 3 6 1 2 2 2 1 2 1 0 0 0 0 0 14 7
7 33 136 12 1.204 580 624 105 151 101 74 48 10 4 11 9 1 4 3 4 1 4 2 2 0 0 0 0 0 0 0 0 32 14
7 33 136 13 1.042 598 444 158 145 93 64 36 8 16 6 5 11 1 8 0 2 3 0 0 2 1 1 1 0 0 0 0 31 6
7 33 137 14 716 359 357 69 97 80 29 15 12 4 0 5 2 2 6 4 1 0 2 1 0 0 0 0 0 0 0 0 22 8
7 33 137 15 1.069 558 511 121 145 94 63 40 7 12 7 5 7 3 4 5 1 0 1 0 3 1 1 0 0 0 1 0 27 10
7 33 137 16 987 590 397 196 116 83 61 28 12 8 17 8 6 5 2 2 2 1 1 1 2 0 0 1 1 0 0 0 33 4
7 33 137 17 1.230 606 624 162 119 88 71 49 15 12 13 4 5 4 8 3 1 1 1 1 1 0 2 2 0 0 1 0 34 9
7 33 137 18 1.181 618 563 197 112 87 60 37 23 11 19 11 9 7 6 0 1 2 0 0 0 0 0 0 1 1 0 0 25 9
7 33 137 19 1.154 649 505 239 119 64 62 49 15 11 8 20 6 5 1 0 0 4 1 1 0 1 1 1 0 0 0 0 34 7
7 34 138 20 1.099 615 484 176 162 85 44 44 13 10 12 0 5 5 8 3 3 1 0 0 2 0 0 0 1 0 0 0 31 10
7 34 138 21 824 447 377 76 126 64 48 23 10 9 7 7 10 6 7 4 0 1 0 1 5 1 0 1 0 1 0 0 25 15
7 34 138 22 925 448 477 81 163 56 56 27 8 10 7 2 3 1 5 1 0 0 0 1 1 0 0 0 0 0 0 0 14 12
7 34 138 23 968 438 530 64 143 72 40 18 9 11 8 4 7 2 8 2 0 0 0 1 0 1 0 0 0 0 0 0 33 15
7 34 138 24 1.080 527 553 123 117 73 74 27 16 15 4 4 12 3 3 1 1 0 5 2 3 1 0 0 1 0 0 0 28 14
7 34 138 25 1.021 503 518 112 131 60 80 34 7 9 7 4 7 4 4 3 4 2 0 2 1 1 0 0 0 1 0 0 16 14
7 34 138 26 887 415 472 137 92 48 41 25 9 7 2 8 2 5 1 2 1 0 3 0 0 1 1 0 0 0 0 1 18 11
7 35 139 27 1.424 757 667 195 170 107 106 43 20 21 15 8 7 8 8 5 1 4 1 0 0 2 1 0 1 0 0 0 27 7
7 35 139 28 994 485 509 81 140 58 70 42 14 14 3 4 4 8 5 2 1 0 2 1 3 0 1 1 1 0 0 0 23 7
7 35 139 29 1.018 511 507 112 114 84 59 35 10 7 12 14 5 3 6 2 3 0 1 4 1 0 1 1 0 0 2 0 22 13
7 35 139 30 1.023 495 528 90 151 73 65 1 9 7 7 3 5 10 5 1 4 0 1 0 2 0 25 0 0 0 0 0 18 18
7 35 140 31 1.095 501 594 117 109 66 68 43 11 6 10 6 8 2 3 2 0 2 0 0 0 0 0 0 1 0 1 0 33 13
7 35 140 32 983 559 424 124 115 87 71 50 20 12 11 7 3 11 3 3 1 0 2 0 2 0 2 2 2 2 0 0 23 6
7 35 140 33 1.092 607 485 149 155 66 72 38 22 16 16 10 3 9 5 2 0 0 1 2 1 2 1 1 0 0 0 0 26 10
7 35 140 34 1.097 632 465 178 147 68 79 41 15 10 10 18 5 3 8 0 3 0 0 0 1 0 1 1 1 0 0 0 30 13
7 35 140 35 1.313 781 532 246 146 87 93 61 25 9 17 11 9 8 4 4 1 0 1 0 0 1 2 0 0 1 0 1 36 18
7 35 140 36 1.079 575 504 171 117 74 74 42 16 6 8 4 8 4 1 4 0 1 6 1 0 1 1 0 0 0 0 0 28 8
7 35 140 37 1.070 612 458 131 157 104 85 37 10 8 8 8 3 6 1 1 0 1 2 1 1 1 1 0 0 0 0 1 31 14
7 35 140 38 1.003 584 419 111 162 98 80 38 8 6 11 1 5 3 2 6 3 0 1 0 3 3 1 0 0 0 1 0 30 11
7 35 141 39 1.163 622 541 160 121 82 96 45 17 11 12 6 8 1 3 2 1 0 1 2 1 0 0 1 1 0 0 1 37 13
7 35 141 40 1.102 573 529 153 112 84 82 38 9 14 9 5 4 9 7 5 1 2 1 1 0 0 0 1 0 0 0 1 28 7
7 35 141 41 981 451 530 150 84 50 52 37 8 4 6 8 11 9 2 1 1 1 1 1 0 2 0 0 0 0 0 0 12 11
7 35 142 42 1.142 585 557 155 144 86 74 35 8 10 3 6 7 4 6 2 1 6 3 0 0 0 0 2 0 0 0 0 23 10
7 35 142 43 1.043 574 469 143 128 81 72 47 14 8 5 16 2 4 6 2 11 0 2 1 0 1 0 0 0 0 0 0 22 9
7 35 142 44 1.041 605 436 202 112 95 49 47 12 11 12 8 4 8 0 0 2 1 1 2 0 2 0 1 0 1 0 0 27 8
7 35 142 45 1.116 524 592 148 127 81 57 29 9 10 6 4 6 5 2 1 1 0 0 0 0 2 0 2 0 0 0 0 31 3
7 35 142 46 1.008 498 510 107 110 84 62 27 17 11 4 3 8 4 2 8 2 1 0 1 0 3 0 0 0 0 1 0 32 11
7 35 143 47 1.023 500 523 105 88 85 80 38 12 6 17 3 4 3 7 1 1 2 4 2 1 2 1 0 1 0 0 0 28 9
7 35 143 48 971 507 464 144 108 96 51 24 9 7 2 7 5 6 8 3 1 0 4 2 0 0 2 0 0 1 0 0 23 4
7 35 143 49 944 459 485 119 104 79 34 27 10 12 13 8 5 3 4 1 4 2 2 2 0 0 1 1 0 0 0 0 24 4
7 35 143 50 837 398 439 122 88 48 39 25 18 5 5 8 0 2 4 0 0 1 1 1 0 0 0 0 0 0 0 0 22 9
7 35 143 51 1.253 604 649 146 128 93 89 34 22 12 13 3 8 2 5 1 1 2 1 3 2 0 2 0 0 0 0 0 24 13
7 36 144 52 1.044 611 433 210 107 84 64 51 17 8 11 9 7 2 0 2 2 2 1 2 0 1 0 0 0 0 0 0 29 2
7 36 144 53 1.154 626 528 165 108 93 75 49 25 14 13 19 1 3 8 0 1 1 5 1 0 1 0 0 0 0 0 0 33 11
7 36 144 54 1.155 645 510 206 117 88 66 32 15 8 17 19 6 4 7 4 0 2 1 2 1 0 0 2 0 0 0 1 43 4
7 36 145 55 957 580 377 237 84 79 52 34 14 4 5 17 3 5 0 3 1 1 0 0 1 2 1 0 0 0 0 1 27 9
7 36 145 56 941 477 464 97 125 80 49 34 7 6 11 7 6 4 3 2 2 1 0 1 0 0 0 1 0 0 0 0 31 10
7 36 145 57 1.141 615 526 141 153 112 76 37 8 5 15 3 11 3 2 2 2 1 2 3 2 0 0 0 1 0 0 0 27 9
7 36 145 58 1.098 541 557 118 140 87 73 37 7 17 11 8 3 4 1 2 1 4 1 0 0 0 0 0 0 0 0 0 25 2
7 37 146 59 1.025 411 614 60 133 88 38 18 5 15 0 2 8 3 4 5 0 0 0 0 2 1 0 0 0 0 0 0 20 9
7 37 146 60 1.414 514 900 85 180 78 68 27 12 14 5 5 1 2 8 0 1 0 0 0 2 1 1 0 2 0 0 0 18 4
7 37 147 61 1.014 477 537 61 160 109 41 14 2 8 7 5 8 0 7 3 2 1 3 4 4 3 2 0 0 1 0 0 25 7
7 37 147 62 936 467 469 67 153 81 59 15 4 16 6 1 9 3 8 0 1 1 1 3 0 0 0 0 0 0 0 0 26 13
7 37 147 63 1.136 464 672 46 200 73 42 13 6 10 7 2 3 3 7 10 0 0 1 1 3 0 1 0 0 2 0 2 20 12
7 37 147 64 1.259 600 659 62 238 129 53 17 12 9 6 2 6 3 3 5 2 4 1 1 0 1 1 2 0 0 0 0 36 7
7 37 147 65 1.241 532 709 48 216 121 34 12 4 17 9 3 8 4 3 2 0 3 0 2 1 1 0 1 0 0 0 0 30 13
7 37 147 66 1.267 532 735 56 226 118 24 20 3 22 7 1 1 2 2 5 0 1 1 3 1 3 0 1 0 0 0 0 25 10
7 37 147 67 1.070 422 648 56 143 97 30 21 7 10 3 2 4 4 5 3 0 1 0 0 1 1 0 0 1 0 0 0 17 16
7 37 147 68 881 372 509 29 149 79 49 11 4 7 0 0 5 5 2 1 2 1 0 1 1 0 2 1 1 0 0 0 15 7
7 37 147 69 1.065 471 594 54 191 121 34 7 3 15 5 0 5 3 0 5 2 1 0 1 0 0 0 1 1 0 0 1 18 3
7 37 147 70 1.040 482 558 90 167 100 42 16 3 7 7 0 5 2 7 5 0 0 2 1 7 2 0 0 0 1 0 0 7 11
7 37 148 71 1.062 569 493 83 198 144 35 17 4 10 4 1 5 10 7 3 4 3 2 0 0 1 1 0 2 0 0 1 28 6
7 37 148 72 1.015 467 548 62 177 88 34 21 11 11 11 1 9 6 1 4 0 1 0 1 0 4 0 1 0 0 0 0 17 7
7 37 148 73 881 434 447 62 156 103 26 10 3 10 2 2 6 2 4 1 2 0 3 1 0 2 0 0 0 0 0 1 28 10
7 37 148 74 1.250 636 614 94 223 119 67 24 15 11 9 6 12 6 6 7 0 1 0 1 2 0 0 0 0 0 0 0 27 6
7 37 148 75 903 475 428 57 187 105 39 14 10 15 8 2 2 3 5 0 0 1 0 1 1 1 0 0 1 0 0 0 13 10
7 37 148 76 975 432 543 36 192 88 37 10 2 19 4 0 7 4 5 2 0 0 1 2 0 1 0 0 0 0 0 0 14 8
7 37 148 77 986 408 578 42 166 79 30 16 0 9 6 0 5 5 3 3 0 1 3 1 0 0 2 0 0 2 0 0 25 10
7 37 148 78 1.035 394 641 40 145 82 39 13 5 11 11 3 7 7 3 1 1 2 0 0 6 2 0 0 0 1 0 0 11 4
7 37 148 79 1.142 505 637 58 187 118 37 21 4 15 4 2 6 3 5 8 0 0 0 0 3 0 2 2 0 0 0 0 20 10
7 37 148 80 1.264 546 718 73 177 119 53 23 8 25 3 3 5 3 2 7 7 2 0 2 0 0 0 0 0 1 0 0 24 9
7 38 149 81 1.569 736 833 97 274 140 73 29 11 14 11 4 8 8 4 5 0 0 0 4 0 1 0 0 3 0 0 2 28 20
7 38 149 82 968 426 542 78 138 80 34 21 7 6 6 5 6 3 1 5 1 0 2 4 0 1 0 0 0 0 0 0 25 3
7 38 149 83 990 448 542 45 173 98 50 12 2 14 6 4 4 1 0 4 1 0 0 0 3 0 1 1 1 0 1 0 19 8
7 38 149 84 943 419 524 57 148 85 53 20 2 5 5 0 7 2 4 5 0 1 0 0 2 0 0 0 1 0 0 0 16 6
7 38 149 85 1.034 458 576 61 177 77 39 19 3 8 5 3 11 5 8 3 0 0 0 0 0 2 0 0 1 0 1 0 33 2
7 38 149 86 1.058 516 542 79 160 121 58 16 6 6 9 3 8 2 3 6 0 1 1 1 1 4 1 0 0 0 0 0 24 6
7 38 149 87 1.192 596 596 89 215 131 47 11 4 16 8 0 6 6 5 2 2 3 0 2 3 0 2 0 0 0 1 0 32 11
7 38 149 88 896 435 461 57 141 91 43 19 4 14 5 0 4 3 6 1 2 4 2 0 1 1 1 1 2 0 0 1 23 9
7 39 150 89 1.043 564 479 115 131 117 64 25 8 15 10 6 4 7 11 0 1 0 2 0 5 2 0 0 2 0 0 0 30 9
7 39 150 90 1.114 511 603 51 159 91 84 24 12 9 7 2 9 1 7 3 1 1 3 0 1 2 1 2 2 1 0 0 30 8
7 39 150 91 912 435 477 83 115 97 31 18 11 7 6 5 9 3 5 4 1 1 2 1 3 1 0 0 0 0 0 0 23 9
7 39 150 92 1.107 594 513 100 201 123 43 26 14 8 6 9 15 1 3 4 1 1 4 1 0 0 4 0 0 3 0 0 19 8
7 39 150 93 1.251 672 579 116 213 94 87 26 12 8 11 4 15 7 2 1 1 2 1 0 1 0 1 2 0 0 0 1 46 21
7 40 151 94 959 499 460 135 116 100 31 23 6 12 8 9 11 1 2 2 5 0 1 0 0 3 1 1 1 1 0 0 20 10
7 40 151 95 1.175 651 524 149 170 115 64 35 14 6 5 7 5 8 6 5 1 3 2 4 0 1 0 0 0 2 0 1 33 15
7 40 151 96 1.089 615 474 147 147 142 50 29 4 14 10 5 4 3 2 6 3 1 3 1 1 0 0 2 3 1 0 1 27 9
7 40 151 97 781 360 421 96 66 84 22 32 7 5 2 5 4 4 1 4 0 0 0 5 0 0 1 0 0 0 0 0 13 9
7 41 152 98 1.377 860 517 189 189 174 97 45 14 22 16 7 6 5 4 0 2 1 3 2 1 5 0 3 1 1 0 0 53 20
7 41 152 99 911 500 411 95 113 93 54 26 8 22 11 4 9 6 7 2 0 3 0 0 1 0 1 0 0 1 0 0 25 19
7 41 152 100 947 552 395 98 140 169 44 6 5 14 10 1 6 6 0 2 1 2 1 0 0 5 0 1 0 1 0 0 31 9
7 41 152 101 1.112 605 507 123 182 144 46 17 12 18 2 3 1 3 4 2 1 6 0 0 0 1 2 1 0 0 0 0 24 13
7 42 153 102 305 112 193 22 30 14 24 5 3 2 3 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 5 0
7 43 154 103 1.069 470 599 98 153 76 47 18 8 4 10 5 3 1 0 1 1 0 0 0 3 0 1 0 2 0 0 0 31 8
7 43 154 104 1.209 573 636 123 159 122 62 23 3 8 7 0 7 4 1 6 4 0 2 1 0 1 1 0 0 1 1 0 23 14
7 43 154 105 865 476 389 110 127 63 54 34 5 14 9 5 6 2 1 7 2 2 1 1 1 0 1 1 1 0 0 0 23 6
7 43 154 106 924 515 409 109 134 86 69 32 15 2 1 8 8 4 1 2 5 5 0 1 3 0 0 0 1 1 0 2 19 7
7 43 154 107 987 583 404 151 137 82 70 43 17 10 6 10 14 2 3 4 0 3 1 1 1 1 0 0 0 1 0 0 19 7
7 43 154 108 1.011 531 480 117 134 86 55 50 8 9 10 5 6 7 6 1 1 0 2 1 0 1 2 0 1 0 0 0 19 10
7 43 154 109 1.368 678 690 119 200 125 67 26 9 14 11 7 13 5 8 4 3 0 0 0 2 0 1 2 0 2 1 0 46 13
7 43 154 110 869 460 409 117 121 102 43 13 9 6 4 2 3 5 5 0 0 0 2 0 1 0 0 1 0 1 0 0 16 9
7 43 154 111 799 475 324 125 91 59 86 44 10 0 12 6 2 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 29 4
7 43 155 112 957 525 432 90 164 68 72 35 14 9 4 8 6 3 7 3 0 0 0 4 2 0 3 0 1 0 0 0 24 8
7 43 155 113 912 485 427 82 142 85 56 28 9 10 4 10 4 3 5 3 2 1 1 0 3 1 2 0 0 0 0 0 19 15
7 43 155 114 913 470 443 121 89 44 67 35 25 8 14 0 7 5 1 4 0 0 1 0 0 2 1 0 1 1 5 0 31 8
7 43 155 115 866 509 357 141 113 47 71 40 18 9 8 6 8 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 34 9
7 43 155 116 1.211 651 560 116 163 114 87 35 17 13 14 5 6 6 7 4 2 0 6 0 1 6 1 4 1 0 0 0 30 13
7 43 155 117 970 470 500 103 96 85 57 24 12 4 7 10 7 8 4 2 0 2 0 2 2 0 0 0 0 0 0 0 33 12
7 43 155 118 945 555 390 136 125 53 82 45 19 6 12 5 7 2 4 4 4 1 1 0 0 0 1 2 0 0 0 1 29 16
7 43 156 119 912 443 469 117 102 74 57 28 5 2 3 9 5 4 1 4 2 1 2 0 0 1 0 1 0 0 0 0 20 5
7 43 156 120 992 489 503 121 105 94 46 19 13 9 4 6 5 5 6 3 1 1 0 3 1 2 0 0 0 0 0 0 30 15
7 43 156 121 887 441 446 116 101 67 45 28 11 5 6 5 4 3 1 1 1 2 3 0 1 0 0 0 0 0 0 0 19 22
7 43 156 122 1.025 533 492 141 111 111 54 35 10 5 8 5 5 3 1 4 0 0 2 2 0 0 1 0 2 0 0 1 26 6
7 43 156 123 1.069 539 530 115 129 91 62 37 14 3 9 9 13 1 8 3 4 1 2 1 1 1 0 1 0 0 0 0 28 6
8 44 157 1 1.024 558 466 82 159 119 80 22 7 15 9 2 9 2 3 3 2 2 1 1 3 0 0 1 0 0 0 1 26 9
8 44 157 2 975 503 472 125 130 88 35 29 3 5 12 12 2 2 5 3 1 0 1 0 0 0 0 2 0 0 0 1 39 8
8 44 157 3 964 529 435 109 164 76 45 30 8 12 14 5 4 3 1 1 2 5 2 1 0 1 0 0 0 0 0 0 32 14
8 44 157 4 1.028 527 501 107 153 98 49 33 5 11 9 4 7 4 7 6 2 2 0 1 1 1 0 0 1 0 0 2 23 1
8 44 157 5 926 498 428 105 120 122 34 21 5 15 13 8 7 3 3 6 2 0 5 1 0 1 0 1 0 0 0 0 20 6
8 44 157 6 1.060 571 489 147 147 94 68 30 7 13 15 4 4 7 2 1 2 0 0 0 0 0 0 0 1 0 0 0 24 5
8 44 157 7 998 557 441 115 156 130 53 22 5 9 3 2 4 4 1 8 1 1 2 0 2 0 1 0 0 0 1 0 25 12
8 44 157 8 1.222 622 600 129 144 118 75 26 13 7 14 9 10 10 9 5 2 0 4 3 0 1 1 0 0 2 0 0 34 6
8 44 158 9 1.248 619 629 118 167 93 85 28 4 14 7 6 8 4 8 4 1 0 1 6 2 2 1 3 0 1 0 0 45 11
8 44 159 10 843 470 373 100 144 104 25 13 2 10 7 2 5 2 4 3 2 1 1 3 2 1 0 1 1 0 0 0 26 11
8 44 159 11 896 510 386 111 133 104 50 21 2 13 7 2 4 2 4 2 1 0 0 0 2 0 1 0 3 1 0 0 34 13
8 44 159 12 973 552 421 114 159 121 42 22 10 10 10 5 11 5 2 2 0 0 3 0 2 0 2 0 1 1 0 0 25 5
8 44 159 13 888 560 328 165 126 88 47 27 8 15 12 1 2 3 14 3 0 1 1 0 0 2 0 0 0 0 0 0 26 19
8 44 159 14 861 470 391 112 107 88 57 30 11 13 4 2 4 2 4 2 4 1 0 0 2 1 0 1 2 0 0 0 16 7
8 44 160 15 1.005 536 469 102 155 123 34 22 5 9 9 5 6 7 4 4 2 0 2 5 2 2 0 0 1 1 0 0 20 16
8 44 160 16 871 444 427 94 119 91 30 26 8 4 10 8 4 5 2 3 0 0 0 1 2 1 3 0 1 0 0 0 20 12
8 44 160 17 1.104 603 501 135 163 109 63 36 10 11 7 2 4 4 3 9 0 0 0 0 1 0 0 0 1 0 0 0 30 15
8 44 160 18 1.170 604 566 102 188 103 81 24 6 17 11 4 8 4 4 6 1 3 1 2 1 1 1 1 1 0 0 0 29 5
8 44 160 19 1.238 610 628 134 164 124 54 19 11 16 4 5 12 9 5 9 0 3 2 1 4 3 0 1 0 1 0 0 24 5
8 45 161 20 961 490 471 115 130 77 48 31 8 10 11 7 11 1 7 1 1 0 1 1 0 1 1 0 1 1 1 0 18 7
8 45 161 21 1.056 548 508 115 151 131 52 14 11 10 6 3 8 6 1 3 1 1 1 0 1 0 0 1 0 0 0 0 24 8
8 45 161 22 1.016 544 472 107 149 105 55 33 5 16 11 8 6 3 1 5 3 4 1 1 0 0 0 0 0 0 0 0 21 10
8 45 161 23 950 471 479 111 134 74 50 28 6 14 5 5 4 0 2 8 0 1 1 1 1 0 0 1 0 0 0 0 19 6
8 45 161 24 1.041 581 460 132 162 106 56 33 14 19 7 3 9 1 3 2 0 2 2 2 3 0 0 2 0 0 0 0 19 4
8 45 161 25 872 512 360 89 168 107 53 22 5 9 7 0 6 5 5 1 3 1 2 1 2 0 0 1 0 0 0 0 17 8
8 45 161 26 946 518 428 90 156 106 54 23 8 9 8 2 14 3 7 1 1 0 2 0 1 1 0 0 0 2 0 0 30 0
8 45 162 27 1.022 483 539 73 165 107 56 11 4 12 13 1 5 3 5 2 4 1 0 1 1 0 0 1 0 0 0 0 16 2
8 45 162 28 876 445 431 67 163 84 37 17 9 8 10 3 7 1 6 6 0 1 0 0 0 2 0 0 0 0 0 0 21 3
8 45 162 29 1.137 497 640 69 163 93 57 18 10 10 12 6 4 2 2 3 5 0 0 1 0 0 1 0 0 0 0 1 27 13
8 45 162 30 1.018 480 538 78 129 103 53 12 8 14 6 3 7 5 3 7 0 1 0 0 3 1 1 1 0 2 0 0 31 12
8 45 163 31 1.033 533 500 99 168 104 48 23 4 17 9 2 4 0 4 1 1 0 4 1 1 0 0 1 0 1 0 1 27 13
8 45 163 32 1.042 548 494 89 182 108 63 20 11 9 8 1 6 4 4 1 0 4 3 0 0 3 0 0 0 1 0 0 19 12
8 45 163 33 1.031 513 518 89 176 99 60 22 3 11 5 0 1 5 2 1 0 0 0 3 0 1 1 0 0 2 1 0 26 5
8 45 163 34 857 434 423 62 196 81 27 9 6 6 4 2 4 3 6 3 0 0 1 2 3 0 0 1 0 0 0 0 10 8
8 45 163 35 1.050 512 538 65 171 139 47 16 9 6 5 0 8 3 2 1 3 2 0 0 0 0 0 3 0 1 2 0 15 14
8 45 163 36 1.056 487 569 51 170 136 40 22 7 6 5 2 7 2 7 3 1 0 0 0 0 0 0 1 0 0 0 0 20 7
8 45 163 37 1.100 595 505 82 181 172 48 24 8 11 7 2 9 4 0 5 4 0 0 0 0 0 2 0 0 0 2 0 25 9
8 46 164 38 1.052 510 542 115 137 113 44 23 6 5 10 1 2 3 2 8 1 1 1 1 0 0 1 1 0 0 0 0 28 7
8 46 164 39 1.066 556 510 94 177 119 52 18 4 13 10 3 5 4 4 12 1 3 1 1 0 2 0 0 1 0 0 0 31 1
8 46 164 40 1.090 453 637 62 189 106 27 16 4 11 5 1 2 3 2 7 0 0 1 0 0 1 0 0 1 0 0 0 11 4
8 46 164 41 1.277 504 773 79 179 101 41 21 4 10 11 0 5 0 3 8 0 3 1 5 6 0 1 2 0 0 0 0 14 10
8 46 164 42 1.004 566 438 100 191 144 52 15 3 0 11 4 2 2 1 0 4 0 4 0 1 0 1 0 2 0 0 0 24 5
8 46 164 43 902 404 498 63 150 76 41 13 3 7 1 2 7 4 2 7 1 0 0 1 1 0 0 0 1 0 0 0 18 6
8 46 165 44 1.042 414 628 85 130 82 35 15 5 13 3 4 4 4 5 7 0 1 3 3 0 0 1 0 0 0 0 0 10 4
8 46 165 45 1.092 528 564 79 199 94 47 30 0 13 8 2 5 3 2 4 2 5 0 3 1 1 1 1 0 1 0 0 22 5
8 46 165 46 1.019 436 583 73 135 90 45 29 1 10 2 4 2 2 0 6 1 0 0 1 0 0 0 0 0 0 2 0 19 14
8 46 165 47 1.035 437 598 81 161 85 29 19 2 23 3 1 5 2 0 6 1 2 2 1 0 1 2 1 1 0 0 0 8 1
8 47 166 48 852 293 559 42 115 35 25 16 0 8 12 5 4 4 2 1 2 1 0 1 2 3 0 0 0 2 0 0 9 4
8 47 166 49 978 407 571 64 166 51 30 16 6 8 6 3 5 1 4 8 2 1 1 4 2 1 2 0 1 0 0 1 21 3
8 48 167 50 2.206 1.141 1.065 198 347 225 141 51 18 31 17 10 14 6 6 1 1 3 0 5 3 5 0 0 0 2 0 0 47 10
8 48 167 51 990 539 451 83 161 120 43 20 5 25 7 4 5 5 1 12 0 2 1 1 1 2 0 1 0 2 0 0 28 10
8 48 167 52 762 401 361 79 104 81 43 26 6 8 2 1 7 1 2 5 0 0 0 1 1 1 1 0 0 0 2 0 20 10
8 48 167 53 882 499 383 66 142 170 33 16 1 18 4 2 2 6 2 2 3 1 1 1 2 1 0 0 1 0 1 0 20 4
8 48 167 54 1.399 783 616 141 221 191 75 31 11 14 10 4 8 3 1 4 6 4 2 1 2 2 3 0 1 2 1 0 28 17
8 48 167 55 1.555 904 651 130 258 258 67 21 11 22 13 2 12 12 9 9 0 7 0 3 0 4 1 0 3 0 2 1 33 26
8 48 168 56 1.194 633 561 102 236 113 67 21 7 15 8 1 0 4 2 6 1 0 0 0 2 0 0 0 0 0 4 0 40 4
8 48 168 57 1.034 527 507 96 147 127 46 31 11 5 9 1 3 2 4 8 2 0 1 2 0 0 0 2 3 1 1 0 14 11
8 48 168 58 1.335 659 676 102 253 134 46 20 10 11 1 4 12 3 2 7 0 2 0 1 0 1 2 0 2 0 4 0 33 9
8 48 168 59 852 441 411 61 153 114 26 11 4 8 2 1 3 8 6 1 0 4 1 1 0 1 0 5 0 0 4 0 15 12
8 49 169 60 1.079 551 528 67 182 149 53 10 2 16 7 1 2 2 4 9 0 0 0 0 0 1 1 0 0 1 1 1 27 15
8 49 169 61 1.386 648 738 70 254 112 69 23 5 20 2 5 11 6 9 6 3 1 0 1 0 1 0 1 1 0 0 2 31 15
8 49 169 62 1.057 555 502 57 219 127 51 13 1 11 8 0 5 3 3 7 0 1 0 1 1 3 1 0 1 0 0 0 5 37
8 49 169 63 1.018 524 494 66 138 159 59 13 4 19 8 2 4 5 0 2 0 2 3 0 3 2 2 0 0 2 0 0 21 10
8 49 169 64 1.398 665 733 77 280 114 57 25 0 20 10 2 10 6 6 5 3 0 2 1 3 2 0 1 0 0 0 0 26 15
