Dte. Barri AEB SC Electors Votants Abstenció CiU PSC-PM PP ICV-EUiA-E UpB-ERCRiDC CUP-AxB C's Eb-CenB SI EV-GVE PIRATA.CAT PACMA PxC PUM+J UPyD PDLPEA L.B.B. PCPC P.A.T.O. PRE-IR PH PFiV FE-JONS SAIn U.C.E. Blancs Nuls
BARCELONA    1.163.594 616.537 547.057 174.122 134.193 104.475 62.979 33.900 11.833 11.742 10.115 6.823 6.128 4.675 4.308 3.405 1.593 1.463 1.382 1.189 979 954 710 624 533 349 246 219 27.107 10.491
2 9 46 124 922 516 406 189 69 90 42 27 13 7 12 15 2 12 5 1 2 1 0 0 1 0 3 0 1 0 0 0 19 5
2 9 46 125 1.306 770 536 252 147 136 68 37 13 15 12 9 1 9 4 2 1 1 3 1 2 0 1 3 0 0 0 1 38 14
2 9 46 126 1.184 670 514 230 113 135 51 45 12 11 6 5 5 5 4 1 1 2 0 2 0 2 0 0 1 0 0 0 29 10
2 9 46 127 835 435 400 163 61 80 34 30 5 4 7 4 2 3 2 1 2 3 1 0 0 4 0 0 0 0 0 0 24 5
2 9 46 128 940 490 450 154 97 75 44 29 18 9 5 7 3 6 1 3 3 4 0 0 0 2 1 0 1 0 0 0 21 7
2 9 46 129 1.171 623 548 198 95 139 43 32 17 13 15 13 4 4 6 6 0 4 0 0 1 1 0 1 0 0 1 0 26 4
2 9 47 130 897 542 355 182 83 81 51 39 23 14 14 6 0 4 2 6 3 3 1 0 2 1 0 1 0 0 0 0 19 7
2 9 47 131 875 475 400 160 81 60 44 26 5 18 10 15 1 4 1 0 1 1 4 1 2 1 0 2 0 0 0 0 26 12
2 9 47 132 902 508 394 139 81 98 65 23 11 12 15 9 4 6 10 3 1 5 0 0 0 0 1 0 0 1 0 0 21 3
2 9 47 133 752 467 285 103 83 155 29 20 4 18 4 4 3 5 3 5 0 1 1 2 2 1 0 1 0 0 0 0 19 4
2 9 47 134 1.149 617 532 194 99 105 71 27 17 11 8 22 5 7 2 2 1 0 0 1 1 1 1 2 0 0 0 0 32 8
2 9 47 135 1.524 777 747 232 148 91 98 63 14 13 10 15 11 10 11 4 0 3 2 3 0 1 0 0 0 0 0 0 35 13
2 9 47 136 713 393 320 136 57 58 39 25 9 12 2 9 7 12 2 1 0 0 0 0 0 0 0 1 0 0 0 0 16 7
2 9 48 137 1.034 551 483 191 99 87 51 37 23 6 5 9 5 3 3 4 2 1 0 2 0 0 3 0 0 0 1 0 12 7
2 9 48 138 1.427 843 584 327 130 133 69 57 15 13 19 9 5 4 4 1 3 1 2 0 1 0 0 0 2 0 0 0 34 14
2 9 48 139 1.187 590 597 180 106 102 65 37 12 10 7 6 7 4 4 0 2 6 1 0 0 1 1 0 0 0 0 1 20 18
2 9 48 140 1.451 894 557 364 125 130 100 42 10 8 16 6 7 12 8 5 0 1 2 2 2 0 1 2 0 1 0 1 30 19
2 9 48 141 885 487 398 182 75 77 53 32 2 14 1 6 4 3 5 5 1 1 0 1 1 2 0 1 2 0 0 0 10 9
2 9 49 142 1.345 727 618 225 92 120 100 70 22 15 7 10 8 4 7 0 0 2 0 2 1 0 1 0 0 0 0 3 26 12
2 9 49 143 936 514 422 191 81 56 55 34 18 4 4 6 3 10 1 1 2 5 3 0 0 1 0 0 1 2 0 0 22 14
2 9 49 144 1.078 644 434 254 92 81 77 32 17 6 10 10 5 3 2 0 3 3 3 0 1 0 0 1 0 0 0 3 29 12
2 9 49 145 861 421 440 139 79 63 43 24 16 8 6 5 7 1 4 2 2 2 0 2 0 1 0 1 0 2 0 0 12 2
2 9 50 146 878 442 436 168 85 52 40 15 16 5 5 3 8 8 4 1 2 1 0 4 1 0 0 0 0 0 0 0 20 4
2 9 50 147 1.515 855 660 301 157 113 102 59 13 13 11 14 5 5 3 0 3 2 0 1 0 2 0 1 0 0 0 0 35 15
2 9 50 148 1.195 705 490 197 138 70 122 46 21 12 16 15 8 8 4 1 0 1 2 0 0 1 0 0 3 0 0 0 31 9
2 9 50 149 1.279 695 584 223 125 89 85 45 15 17 8 12 10 5 6 3 0 0 2 2 1 1 1 0 0 1 0 0 28 16
2 10 51 150 1.037 524 513 140 103 107 66 32 11 9 6 10 3 4 2 1 1 0 2 1 0 1 0 0 0 1 0 0 19 5
2 10 51 151 1.022 528 494 176 91 61 50 38 9 9 9 6 7 3 5 2 2 0 2 3 2 3 1 0 1 0 0 0 41 7
2 10 51 152 986 589 397 177 136 79 48 43 13 5 14 9 3 7 2 4 0 3 3 2 2 0 0 1 0 1 0 0 26 11
2 10 51 153 1.001 603 398 186 119 92 47 44 12 13 11 11 3 6 7 3 1 0 0 2 1 0 0 0 0 0 11 0 23 11
2 10 51 154 715 369 346 96 85 58 44 23 5 6 4 0 2 4 4 0 5 0 1 3 1 2 2 0 0 2 0 0 13 9
2 10 51 155 1.382 742 640 256 130 90 97 49 14 8 14 8 4 9 13 4 1 1 1 2 1 1 2 1 0 0 0 0 26 10
2 10 51 156 1.003 497 506 168 96 82 61 29 5 3 4 4 4 5 5 0 0 0 2 6 0 0 0 0 0 0 0 0 16 7
2 10 51 157 850 467 383 154 95 76 44 33 5 1 11 5 2 2 1 2 4 3 0 5 0 0 1 0 0 0 0 0 18 5
2 10 52 158 1.286 760 526 254 124 106 80 67 15 10 15 8 15 5 8 4 6 0 0 2 0 0 0 2 1 0 0 0 25 13
2 10 52 159 1.346 823 523 324 118 101 80 49 25 10 17 11 10 7 7 3 5 0 2 4 0 0 1 3 1 0 1 0 25 19
2 10 52 160 1.485 854 631 306 128 99 93 51 22 15 16 20 15 13 3 0 3 0 1 3 0 2 0 0 0 2 1 0 47 14
2 10 52 161 816 452 364 162 75 62 43 22 9 12 4 7 3 3 3 3 2 3 1 1 0 0 2 0 0 0 0 0 24 11
2 10 52 162 980 501 479 184 85 65 52 21 6 15 8 10 2 4 1 1 2 2 1 2 0 0 1 0 0 1 1 0 25 12
2 10 53 163 1.332 733 599 279 108 90 94 58 19 10 10 4 2 6 2 2 1 1 1 0 2 1 0 2 0 0 0 1 27 13
2 10 53 164 995 553 442 174 103 57 64 52 25 8 13 6 2 7 0 3 1 2 2 1 0 0 0 0 0 0 0 0 29 4
2 10 53 165 1.166 619 547 205 123 80 66 37 8 7 8 18 5 8 9 1 1 1 0 1 0 0 0 1 0 1 0 0 27 12
2 10 54 166 1.479 818 661 240 151 109 118 64 13 11 14 11 10 9 10 1 5 1 1 2 2 1 1 3 1 0 0 1 21 18
2 10 54 167 1.545 896 649 317 142 129 91 78 16 9 14 16 9 8 8 1 0 0 3 7 0 0 0 1 0 0 0 0 37 10
2 10 54 168 1.543 847 696 274 131 89 106 75 14 12 22 22 6 18 6 4 1 2 1 2 1 2 1 1 0 1 0 0 33 23
2 10 55 169 1.142 617 525 165 114 66 96 56 19 12 13 6 6 6 3 3 0 3 3 2 1 1 0 1 2 0 0 0 32 7
2 10 55 170 1.203 644 559 164 128 97 90 46 13 5 9 7 5 5 7 5 1 1 4 2 3 1 0 0 0 0 0 0 28 23
2 10 55 171 1.171 592 579 212 102 66 72 39 9 9 11 8 4 6 4 4 4 2 1 1 1 1 1 0 0 0 0 0 27 8
2 10 55 172 1.151 571 580 168 109 63 68 44 14 5 14 9 4 5 6 3 2 1 4 3 0 1 3 2 0 0 0 0 27 16
2 10 55 173 1.185 609 576 183 126 68 67 38 12 5 17 9 1 12 4 4 2 3 0 5 2 2 1 0 1 0 0 1 27 19
3 11 56 1 1.220 581 639 153 114 113 53 53 10 6 3 6 11 4 6 6 1 2 1 1 2 1 0 0 0 0 0 0 29 6
3 11 56 2 1.335 600 735 134 126 102 73 46 24 9 11 6 4 7 8 4 2 0 1 1 2 0 1 1 0 1 1 0 23 13
3 11 56 3 999 470 529 111 91 49 80 31 17 5 13 6 5 5 7 3 0 1 2 0 0 0 2 4 1 0 2 0 19 16
3 11 56 4 1.129 592 537 122 111 98 89 54 5 17 17 0 5 2 14 3 0 7 0 1 1 0 0 1 0 0 0 2 32 11
3 11 56 5 899 427 472 122 84 54 52 25 13 7 7 9 8 5 5 4 1 1 0 1 3 3 2 0 0 0 0 0 19 2
3 11 56 6 946 420 526 76 104 56 59 32 11 12 6 8 11 3 10 1 0 1 2 5 2 0 0 0 0 0 0 3 15 3
3 11 56 7 1.128 546 582 114 100 107 60 40 6 13 10 8 9 3 4 8 1 2 1 5 1 0 2 2 0 0 0 0 38 12
3 11 56 8 804 382 422 94 73 44 52 25 15 7 8 2 7 3 4 8 2 0 4 8 1 1 1 0 0 0 0 0 21 2
3 11 56 9 836 379 457 89 69 65 47 29 13 3 4 8 4 1 3 3 3 0 4 3 1 0 1 1 0 0 0 0 18 10
3 11 57 10 1.053 476 577 109 97 63 75 34 11 4 6 5 9 3 2 6 0 0 3 9 0 2 2 0 0 0 0 0 28 8
3 11 57 11 1.070 461 609 79 131 44 84 35 10 12 9 12 5 9 1 2 1 1 0 1 0 4 0 0 0 0 0 0 18 3
3 11 57 12 1.311 611 700 140 122 86 92 46 10 6 11 11 9 5 3 4 0 2 0 2 0 2 2 2 0 1 0 0 30 25
3 11 57 13 1.155 507 648 87 128 53 99 33 8 9 13 9 6 5 5 3 1 4 6 1 1 2 0 0 0 0 0 2 20 12
3 11 57 14 1.115 460 655 113 106 51 68 16 10 7 7 7 8 2 6 7 1 0 1 1 0 3 1 0 2 0 0 0 26 17
3 11 57 15 1.914 881 1.033 209 175 118 139 50 27 17 23 9 14 9 6 12 1 2 5 3 0 3 2 3 0 1 1 0 31 21
3 11 57 16 685 329 356 87 66 51 45 23 6 8 3 1 2 4 1 4 1 0 3 0 0 1 0 1 1 0 1 1 14 5
3 11 57 17 1.049 417 632 84 96 41 69 36 10 6 13 3 14 6 5 2 0 2 1 5 0 2 4 0 0 0 0 0 11 7
3 11 58 18 1.099 462 637 104 101 71 66 33 11 10 4 5 8 2 5 2 2 2 1 6 3 1 1 1 1 0 0 0 16 6
3 11 58 19 950 415 535 56 112 65 53 34 17 11 6 3 5 1 5 8 0 1 0 5 0 1 1 1 3 0 1 1 16 9
3 11 58 20 956 470 486 84 125 98 49 34 3 9 8 4 6 4 2 9 2 0 2 2 0 0 0 0 0 0 0 0 23 6
3 11 58 21 879 393 486 82 97 83 25 37 7 3 3 4 7 5 2 0 5 2 1 1 0 0 0 2 0 0 0 0 23 4
3 11 58 22 970 404 566 75 88 86 44 15 12 9 5 9 5 6 4 8 1 3 0 3 1 2 0 0 0 1 1 1 16 9
3 11 59 23 1.121 495 626 111 115 66 61 29 12 14 7 5 17 4 9 6 0 4 0 2 0 0 2 1 0 0 0 0 17 13
3 11 59 24 1.252 578 674 133 102 67 107 34 11 13 11 12 8 6 7 10 5 2 0 7 3 2 1 0 0 0 0 0 18 19
3 12 60 25 877 252 625 40 117 42 13 4 1 4 3 1 3 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 14 5
3 13 61 26 867 443 424 45 174 125 31 7 4 12 1 0 7 7 1 3 3 2 0 1 0 0 0 2 0 0 0 0 7 11
3 13 61 27 1.239 599 640 100 182 129 52 12 3 40 10 2 5 4 3 6 4 3 1 0 2 4 1 0 0 0 0 3 21 12
3 13 61 28 1.332 682 650 130 164 102 104 41 9 27 17 4 10 5 4 5 1 4 0 0 0 0 2 0 0 0 1 0 38 14
3 13 61 29 1.014 451 563 54 185 76 43 19 0 6 6 2 6 4 5 8 3 1 0 0 0 0 0 0 0 2 0 0 23 8
3 13 61 30 1.235 647 588 101 208 128 62 25 2 29 10 0 11 6 3 3 2 2 1 0 3 2 0 1 3 1 0 0 37 7
3 13 62 31 1.909 819 1.090 141 266 144 108 29 5 13 13 7 17 5 5 9 0 3 3 1 5 0 0 1 0 1 0 0 34 9
3 13 62 32 1.099 377 722 66 117 95 25 11 4 8 6 1 3 2 3 1 0 1 0 1 0 2 1 0 0 0 0 0 19 11
3 13 62 33 937 359 578 54 159 75 19 8 1 15 1 3 7 0 1 2 0 0 0 0 2 0 0 1 0 0 0 0 9 2
3 13 62 34 2.222 960 1.262 167 304 169 96 49 8 27 15 2 27 6 4 9 3 9 7 1 4 2 2 0 0 0 2 0 39 8
3 13 63 35 5.120 2.393 2.727 382 781 522 239 86 22 59 36 9 26 11 10 22 10 6 3 8 5 2 3 2 1 1 1 1 99 46
3 13 63 36 1.667 850 817 191 196 172 95 44 7 34 16 5 7 7 2 6 6 6 0 1 4 3 0 0 0 0 0 1 29 18
3 13 63 37 842 422 420 66 106 100 45 13 4 13 16 3 6 0 0 7 1 5 0 3 0 0 0 0 0 0 0 0 24 10
3 13 64 38 1.109 429 680 61 190 82 31 14 1 7 3 2 8 1 2 2 0 0 2 2 2 1 1 0 0 0 0 0 9 8
3 13 64 39 1.257 542 715 63 215 146 44 14 3 0 0 0 1 8 2 7 0 4 0 1 16 0 3 0 0 1 0 0 10 4
3 14 65 40 1.270 597 673 131 133 114 70 37 11 16 12 4 4 5 4 8 3 2 0 0 1 0 1 1 2 0 0 1 28 9
3 14 65 41 938 457 481 108 95 89 45 33 9 11 2 10 6 3 4 9 2 0 0 0 0 2 0 0 0 0 0 0 23 6
3 14 65 42 935 499 436 125 97 56 67 32 18 13 14 8 6 1 8 4 0 1 5 0 2 3 0 1 1 0 0 0 29 8
3 14 65 43 1.123 501 622 119 116 82 59 39 5 19 7 11 5 3 2 1 1 3 1 2 1 0 1 0 0 2 0 0 13 9
3 14 65 44 1.269 630 639 151 124 128 75 40 10 20 11 7 3 4 4 0 2 2 2 2 2 0 2 0 0 0 0 0 34 7
3 14 65 45 765 371 394 82 98 42 70 19 3 11 5 2 2 3 4 1 1 0 0 1 2 0 0 1 1 0 0 0 13 10
3 14 65 46 1.122 615 507 133 146 90 91 45 15 13 6 10 4 4 1 6 2 2 1 1 0 0 1 0 0 2 0 1 27 14
3 15 66 47 1.256 570 686 135 122 91 63 48 21 14 10 5 5 6 2 7 4 0 1 0 1 0 1 1 0 0 0 0 24 9
3 15 66 48 1.066 597 469 131 139 80 85 51 10 14 9 4 7 6 5 4 1 1 1 2 0 2 2 1 0 0 0 1 30 11
3 15 66 49 1.203 647 556 169 167 76 88 45 12 8 6 7 2 6 12 1 1 1 3 2 0 1 2 0 0 0 0 0 21 17
3 15 66 50 1.170 600 570 181 136 59 59 56 14 10 3 19 6 6 6 7 4 2 0 2 1 0 1 0 0 0 0 0 17 11
3 15 67 51 1.207 534 673 139 104 61 79 49 14 2 13 11 8 6 3 5 0 0 0 0 1 1 1 0 1 1 2 1 18 14
3 15 67 52 840 398 442 118 74 57 45 27 10 10 8 8 4 1 2 1 1 0 3 0 1 0 0 0 0 1 0 0 23 4
3 15 67 53 1.316 631 685 181 112 82 86 41 22 13 15 11 9 4 11 5 3 0 1 1 0 1 0 0 0 0 0 0 25 8
3 15 67 54 1.319 748 571 177 159 104 110 54 16 16 6 15 7 7 9 3 4 1 1 0 2 3 0 0 0 0 0 0 39 15
3 15 67 55 1.183 591 592 145 150 77 65 38 8 17 13 6 7 7 7 2 3 3 1 3 1 1 0 0 0 1 0 0 26 10
3 15 67 56 677 368 309 98 69 69 35 31 4 5 8 4 3 4 7 5 1 2 1 0 0 0 0 0 0 1 1 2 17 1
3 16 68 57 1.153 608 545 171 142 76 62 42 22 10 8 6 6 2 3 6 1 1 6 2 3 0 0 0 0 0 0 0 24 15
3 16 68 58 999 532 467 121 115 65 73 51 14 3 7 10 11 5 5 0 1 1 3 0 1 0 0 0 0 0 0 0 36 10
3 16 68 59 910 496 414 115 120 91 46 42 12 5 5 5 3 9 4 6 1 2 0 2 3 3 1 0 0 0 0 0 17 4
3 16 68 60 1.061 617 444 146 133 82 61 62 34 4 17 16 11 3 3 2 0 0 0 1 0 1 0 1 0 0 0 1 25 14
3 16 68 61 895 452 443 114 107 53 49 47 14 4 4 7 5 4 6 3 0 2 0 2 1 2 3 0 0 0 0 1 18 6
3 16 69 62 1.241 661 580 214 123 35 87 63 33 6 16 9 4 9 7 1 3 2 0 5 0 1 1 0 1 0 0 1 28 12
3 16 69 63 830 426 404 122 80 67 35 32 17 8 5 5 8 4 3 2 1 1 1 1 2 0 0 0 1 0 0 0 22 9
3 16 69 64 944 470 474 95 108 78 56 31 2 13 12 5 6 4 3 3 1 3 1 3 2 3 0 0 2 0 5 0 28 6
3 16 69 65 1.168 531 637 105 138 85 61 31 7 11 14 8 4 6 3 6 1 0 2 2 1 1 0 0 1 3 1 0 25 15
3 16 69 66 1.657 858 799 169 192 178 98 65 10 22 10 9 7 10 6 13 1 2 2 5 0 1 1 2 0 1 0 0 32 22
3 16 69 67 1.299 670 629 192 135 116 64 53 19 10 6 6 4 4 4 4 0 1 3 0 2 1 1 0 0 1 0 0 30 14
3 16 69 68 909 453 456 93 123 82 48 22 7 15 8 5 4 4 0 5 0 1 0 0 1 2 1 0 1 1 0 1 20 9
3 16 69 69 916 475 441 97 121 81 49 31 6 11 9 5 6 2 1 6 0 4 0 0 1 1 0 0 1 0 0 0 32 11
3 17 70 70 994 514 480 108 160 68 53 35 8 6 7 5 5 6 3 5 1 0 0 0 1 2 0 1 0 0 0 4 26 10
3 17 70 71 912 423 489 89 116 65 63 28 13 6 5 7 7 4 2 2 2 1 1 2 0 0 0 0 2 0 0 0 2 6
3 17 70 72 1.002 510 492 109 130 96 56 32 10 9 4 10 3 0 8 5 0 1 0 2 1 2 2 0 0 0 0 0 25 5
3 17 70 73 1.221 702 519 172 154 90 87 61 16 18 17 6 12 7 8 3 2 0 2 1 2 0 1 0 0 0 0 0 32 11
3 17 70 74 1.312 685 627 160 152 114 75 37 10 9 18 11 2 4 5 5 1 3 4 1 0 4 2 0 1 1 0 0 44 22
3 17 70 75 1.220 620 600 145 167 88 72 37 12 15 9 3 5 14 2 5 3 0 1 2 1 1 2 0 0 0 0 0 22 14
3 17 70 76 828 398 430 82 99 86 29 30 5 13 6 2 3 4 5 5 1 0 1 0 0 0 2 0 0 0 0 1 21 3
3 17 70 77 966 480 486 116 124 82 49 25 9 10 8 5 7 5 1 7 0 0 0 1 1 0 0 0 0 0 0 0 20 10
3 17 70 78 1.169 564 605 136 141 80 55 36 15 8 11 3 11 4 3 3 3 4 1 1 0 1 0 0 0 0 0 0 35 13
3 17 70 79 1.199 604 595 143 163 82 67 42 11 13 8 9 2 9 7 5 2 0 3 0 0 0 1 1 0 0 0 0 25 11
3 17 70 80 1.191 614 577 128 171 106 59 45 17 19 9 1 3 7 5 11 2 2 2 0 0 1 0 2 0 0 0 0 15 9
3 17 71 81 1.443 722 721 209 170 115 63 35 16 8 11 9 2 4 7 4 1 6 0 1 0 0 3 0 2 2 0 0 44 10
3 17 71 82 1.379 762 617 220 152 149 65 49 19 17 14 4 5 6 3 1 0 1 0 1 1 1 0 0 1 0 1 0 38 14
3 17 71 83 1.070 566 504 148 130 80 64 45 9 17 12 3 3 13 3 2 0 1 0 0 1 1 0 0 0 0 0 0 23 11
3 17 71 84 1.156 643 513 183 155 104 59 39 13 11 8 12 2 2 3 6 0 3 0 2 0 2 1 0 0 0 0 0 29 9
3 17 71 85 922 463 459 121 110 86 50 26 6 7 4 5 4 3 6 2 0 0 0 0 0 1 0 0 0 0 0 0 20 12
3 18 72 86 1.095 640 455 219 129 108 53 44 6 11 8 3 5 6 3 0 1 4 1 1 3 1 0 0 0 0 0 0 24 10
3 18 72 87 1.142 680 462 198 144 132 46 47 12 16 16 0 9 0 3 0 0 1 3 0 2 0 0 0 0 0 1 0 38 12
3 18 72 88 1.068 628 440 176 145 81 57 42 26 12 8 16 4 8 6 1 1 0 1 3 1 0 0 0 0 0 0 0 29 11
3 18 72 89 993 621 372 204 109 81 71 52 15 11 7 7 13 3 5 2 0 1 0 0 0 1 3 0 1 0 0 1 21 13
3 18 72 90 830 504 326 153 91 78 58 36 18 6 5 11 4 2 1 5 1 2 2 1 0 1 0 0 1 0 0 0 15 13
3 18 72 91 1.072 574 498 168 116 55 70 40 29 10 13 6 3 5 5 0 2 0 0 2 1 1 1 1 2 0 0 0 31 13
3 18 72 92 863 434 429 127 86 43 48 51 11 3 12 3 4 4 4 1 2 2 2 0 1 0 0 1 1 0 0 0 21 7
3 18 72 93 1.173 673 500 181 159 91 77 37 15 19 11 4 10 7 2 6 2 0 0 0 0 1 0 1 3 1 0 1 33 12
3 18 72 94 923 489 434 170 93 78 39 36 12 6 5 6 2 1 3 1 0 0 0 2 0 0 1 0 2 0 0 0 26 6
3 18 73 95 1.181 626 555 196 142 77 57 51 25 10 8 1 3 1 4 6 1 0 2 1 1 3 0 0 0 0 0 0 28 9
3 18 73 96 998 519 479 140 115 60 66 31 19 12 7 14 7 3 9 2 1 1 0 0 1 0 0 0 0 0 1 0 21 9
3 18 73 97 1.000 424 576 94 110 40 54 32 20 7 9 9 2 2 5 4 1 0 0 0 1 0 0 0 0 0 1 0 29 4
3 18 73 98 914 450 464 124 80 39 74 42 22 10 8 8 6 5 1 0 0 0 0 2 0 0 0 0 0 0 1 0 21 7
3 18 73 99 763 387 376 106 78 26 45 39 23 5 12 4 8 6 3 5 2 0 0 1 0 0 1 0 0 0 2 0 15 6
3 18 73 100 891 510 381 144 97 47 76 36 15 4 18 9 7 5 5 2 0 0 0 2 1 0 0 1 0 1 1 1 28 10
3 18 74 101 1.110 517 593 172 107 27 53 42 20 5 10 4 2 4 10 4 4 0 3 0 2 2 0 0 1 0 0 3 20 22
3 18 74 102 974 541 433 140 105 51 76 46 34 7 14 16 6 3 2 5 1 2 3 0 0 0 0 1 0 0 0 1 14 14
3 18 74 103 998 569 429 97 128 91 57 65 20 13 9 8 5 9 5 5 4 3 1 2 0 1 0 1 0 0 0 0 34 11
3 18 74 104 975 481 494 129 97 49 60 37 24 6 10 10 10 3 3 2 0 0 1 1 1 0 2 0 2 0 1 0 19 14
3 18 75 105 834 442 392 130 78 48 32 53 19 4 12 8 7 4 2 1 0 1 2 2 2 2 0 1 0 0 0 1 15 18
3 18 75 106 907 440 467 131 69 29 81 33 27 5 10 10 6 5 4 4 2 0 2 0 1 0 0 0 0 0 0 0 15 6
3 18 76 107 1.151 666 485 210 134 85 77 39 31 12 12 7 3 6 9 4 1 1 1 0 0 0 1 3 0 0 0 0 18 12
3 18 76 108 1.107 604 503 207 105 60 69 57 21 10 12 11 3 4 2 0 4 1 2 0 2 2 3 1 0 0 0 0 14 14
3 18 76 109 1.084 560 524 171 111 43 70 57 24 4 11 13 8 1 5 1 3 0 0 2 1 0 2 0 0 0 0 0 25 8
3 18 76 110 1.080 539 541 166 97 55 63 39 15 8 17 20 12 5 3 2 3 2 3 0 0 1 0 2 0 0 0 0 17 9
3 18 76 111 949 515 434 129 143 65 54 37 10 8 4 5 9 6 5 2 1 0 3 0 0 0 0 0 0 0 0 0 23 11
3 18 76 112 1.408 806 602 242 150 126 88 45 19 19 17 10 12 11 3 2 2 2 0 0 0 1 1 2 0 1 0 0 43 10
3 18 76 113 1.225 693 532 271 109 131 55 24 5 13 13 9 2 6 4 11 1 7 1 0 1 0 1 2 0 1 0 0 18 8
3 18 76 114 1.139 654 485 239 121 101 51 32 6 16 13 11 4 7 8 1 2 3 1 3 2 0 0 0 0 0 0 0 24 9
4 19 77 1 886 486 400 151 113 77 35 28 6 6 6 8 6 4 3 6 1 1 1 2 1 0 0 1 1 3 0 0 16 10
4 19 77 2 1.420 862 558 329 137 145 75 55 14 24 7 6 3 5 1 1 2 1 0 1 0 0 1 1 0 0 0 0 47 7
4 19 77 3 846 479 367 163 93 57 37 31 11 5 7 10 6 1 0 2 0 2 1 0 2 1 2 4 0 0 0 1 36 7
4 19 77 4 786 437 349 105 83 100 38 24 6 9 5 8 3 4 3 4 2 2 1 1 2 1 0 1 0 0 0 0 25 10
4 19 77 5 971 530 441 181 130 63 39 35 7 6 17 6 5 3 5 1 0 0 2 1 2 1 0 1 0 0 0 0 18 7
4 19 77 6 916 504 412 151 106 94 43 27 12 6 15 6 1 3 2 4 0 2 1 2 0 0 0 1 1 0 0 1 20 6
4 19 77 7 913 422 491 133 84 78 27 30 9 0 3 5 5 4 3 1 2 0 3 1 3 2 0 0 0 0 0 0 19 10
4 19 77 8 818 493 325 137 111 53 60 32 10 11 16 4 4 9 2 5 0 1 1 0 1 0 0 1 0 0 0 0 24 11
4 19 77 9 1.093 614 479 199 124 68 57 40 15 16 17 9 4 3 5 2 3 3 1 1 0 0 0 1 1 0 0 0 31 14
4 19 78 10 695 428 267 189 61 70 23 24 10 7 7 12 1 0 0 2 1 1 0 0 1 1 0 0 0 1 0 0 13 4
4 19 78 11 1.372 831 541 351 134 144 65 47 15 7 7 11 2 1 0 1 1 2 3 0 0 1 0 0 0 0 0 0 28 11
4 19 78 12 1.197 682 515 219 152 128 53 30 14 17 9 7 2 4 1 2 0 3 2 1 0 1 0 1 0 0 0 1 23 12
4 19 78 13 993 608 385 231 93 119 66 32 5 9 4 3 3 4 4 1 0 0 0 1 1 2 0 0 0 0 1 0 25 4
4 19 78 14 679 387 292 133 88 75 16 23 7 3 3 2 0 3 2 1 0 2 3 0 3 0 1 0 0 0 0 0 12 10
4 19 78 15 1.530 928 602 316 184 148 87 58 15 15 12 14 8 3 5 4 2 2 2 1 0 2 0 0 0 0 0 0 36 14
4 19 78 16 903 530 373 200 96 83 35 26 14 10 12 8 1 2 3 0 4 0 2 0 1 1 1 0 0 0 0 0 25 6
4 19 79 17 928 497 431 169 80 134 24 23 4 11 7 3 4 1 7 0 0 3 1 1 0 0 0 3 0 0 0 0 21 1
4 19 79 18 1.138 643 495 235 105 136 59 22 7 14 10 10 5 0 4 1 1 1 2 0 0 1 1 1 0 0 0 0 24 4
4 19 79 19 996 600 396 268 48 181 17 14 8 12 7 1 3 5 1 0 3 1 0 1 0 0 0 0 2 0 0 0 19 9
4 19 79 20 1.057 650 407 271 109 128 30 18 7 15 13 5 3 10 0 2 0 1 0 1 0 0 1 0 2 0 0 0 27 7
4 19 79 21 1.007 639 368 279 86 140 48 18 13 14 3 3 5 2 0 1 5 0 3 0 1 1 0 0 0 0 0 0 14 3
4 19 80 22 1.202 683 519 255 130 137 37 28 9 10 2 6 3 8 3 2 1 3 0 0 0 0 3 0 1 0 0 0 36 9
4 19 81 23 817 482 335 209 36 179 10 15 0 5 4 1 3 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 12 2
4 19 81 24 774 499 275 244 35 165 10 9 1 7 4 4 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 15 2
4 19 82 25 903 529 374 182 104 86 26 46 10 9 13 2 7 3 4 1 0 0 1 0 1 1 1 0 0 0 0 0 28 4
4 19 82 26 1.010 636 374 222 82 102 65 45 24 17 6 15 4 4 1 0 4 2 2 1 0 0 0 1 0 0 0 0 28 11
4 19 82 27 923 537 386 204 85 93 37 40 17 6 4 6 2 8 2 1 0 2 0 0 0 0 2 0 2 0 0 0 22 4
4 19 83 28 1.052 649 403 292 93 106 30 40 6 14 9 6 3 6 3 1 1 0 2 0 0 1 0 1 0 0 0 0 27 8
4 19 83 29 1.095 618 477 228 98 125 44 39 9 6 15 13 0 0 1 4 2 1 0 0 0 1 1 1 0 0 0 0 23 7
4 19 83 30 1.360 884 476 363 138 152 48 49 14 14 10 19 6 6 6 3 2 3 5 1 1 0 2 0 0 3 0 0 32 7
4 19 84 31 1.127 656 471 221 141 92 66 38 10 9 13 7 6 1 3 1 1 1 3 0 0 0 0 3 0 0 0 1 31 8
4 19 84 32 1.273 746 527 207 158 127 64 41 21 18 8 8 7 5 2 3 3 1 0 4 0 1 0 0 0 1 0 0 55 12
4 19 84 33 931 562 369 188 112 77 39 36 14 19 7 5 4 2 5 5 0 3 0 1 3 1 0 1 0 0 0 0 32 8
4 19 84 34 1.256 829 427 318 141 163 46 47 18 13 5 8 6 8 5 2 3 1 1 0 0 0 0 0 0 0 0 0 35 9
